Language = "PortugueseBrazil"
IsRtl = "False"

ID = "STR_CULTURE_GREEKS"   ;   Str = "Gregos"
ID = "STR_CIV_LOKI_LR"   ;   Str = "Foco: Unidades Mitológicas.\n• Causar dano a unidades inimigas pode gerar unidades mitológicas. (Soldados humanos contribuem com ${LOKI_HUMAN_CONTRIBUTION}%; Hersirs com ${LOKI_HERSIRS_CONTRIBUTION}% do dano causado.)\n• Soldados e heróis humanos possuem +${LOKI_HUMAN_HERO_COUNTER_DAMAGE}% de dano de contra-ataque.\n• Construções são feitas ${LOKI_BUILDING_SPEED_BONUS}% mais rápido.\n• Carroça de Boi são ${LOKI_OXCART_COST_REDUCTION}% mais baratas.\n• Transformar Coletores e Anões em Berserks é ${LOKI_BERSERK_TRANSFORM_COST_REDUCTION}% mais barato."
ID = "STR_CIV_KRONOS"   ;   Str = "Cronos"
ID = "STR_CIV_KRONOS_LR"   ;   Str = "Foco: Unidades Mitológicas e de Cerco.\n• Construções podem ser deslocadas no tempo para novos locais (Torres e Palácios custam ${KRONOS_TOWER_PALACE_SHIFT_COST}% do seu preço para mudar, outros são gratuitos).\n• As construções são feitas ${KRONOS_MANOR_CONSTRUCTION_SPEED_BONUS}% mais rápido por mansão próxima.\n• Recebe ${KRONOS_FREE_MYTH_UNIT_COUNT} unidades mitológicas gratuitas em vez de 1 ao avançar para a próxima era.\n• Unidades mitológicas e de cerco perdidas retornam ${KRONOS_LOST_SIEGE_MYTH_UNITS_COST_RETURN}% de seu custo de recursos."
ID = "STR_CIV_ORANOS"   ;   Str = "Urano"
ID = "STR_CIV_ORANOS_LR"   ;   Str = "Foco: Visão e Mobilidade.\n• Cidadãos constroem uma nova Passagem do Céu a cada era.\n• As unidades podem entrar nas Passagens do Céu para teleportar instantaneamente entre elas.\n• Todas as unidades têm +${ORANOS_UNIT_LOS_BONUS} de Linha de Visão.\n• Oráculos geram +${ORANOS_ORACLE_LOS_FAVOR_BONUS}% de Favor com Linha de Visão total.\n• Unidades inimigas danificadas permanecem visíveis por ${ORANOS_DAMAGED_UNITS_VISIBLE_DURATION} segundos."
ID = "STR_CIV_GAIA"   ;   Str = "Gaia"
ID = "STR_CIV_GAIA_LR"   ;   Str = "Foco: Economia e Construções.\n• Começar com Cidadãos Heróis e promover Cidadãos a heróis custa ${GAIA_CITIZEN_HERO_PROMOTION_COST_REDUCTION}%.\n• A Guilda Econômica e suas tecnologias são ${GAIA_GUILD_TECHNOLOGIES_COST_REDUCTION}% mais baratas e podem ser pesquisadas uma era antes.\n• Construções Econômicas (Centros Urbanos, Mansões, Guildas Econômicas e Mercados) germinam Exuberância.\n• Exuberância cura unidades e construções aliadas (${GAIA_LUSH_FRIENDLY_HEALING} PV/segundo)."
ID = "STR_RESOURCE_FOOD_NAME"   ;   Str = "Comida"
ID = "STR_RESOURCE_WOOD_NAME"   ;   Str = "Madeira"
ID = "STR_RESOURCE_GOLD_NAME"   ;   Str = "Ouro"
ID = "STR_RESOURCE_FAVOR_NAME"   ;   Str = "Favor"
ID = "STR_CITY_GREEK_ATHENS"   ;   Str = "Atenas"
ID = "STR_CITY_GREEK_ITHACA"   ;   Str = "Ítaca"
ID = "STR_CITY_GREEK_SPARTA"   ;   Str = "Esparta"
ID = "STR_CITY_GREEK_CORINTH"   ;   Str = "Corinto"
ID = "STR_CITY_GREEK_TROY"   ;   Str = "Troia"
ID = "STR_CITY_GREEK_THASOS"   ;   Str = "Tasos"
ID = "STR_CITY_GREEK_ERETRIA"   ;   Str = "Erétria"
ID = "STR_CITY_GREEK_MEGARA"   ;   Str = "Mégara"
ID = "STR_CITY_GREEK_KNOSSOS"   ;   Str = "Cnossos"
ID = "STR_CITY_GREEK_MYCENAE"   ;   Str = "Micenas"
ID = "STR_CITY_GREEK_RHODES"   ;   Str = "Rodes"
ID = "STR_CITY_EGYPTIAN_MEMPHIS"   ;   Str = "Mênfis"
ID = "STR_CITY_EGYPTIAN_LUXOR"   ;   Str = "Luxor"
ID = "STR_CITY_EGYPTIAN_KARNAK"   ;   Str = "Karnak"
ID = "STR_CITY_EGYPTIAN_HELIOPOLIS"   ;   Str = "Heliópolis"
ID = "STR_CITY_EGYPTIAN_ALEXANDRIA"   ;   Str = "Alexandria"
ID = "STR_CITY_EGYPTIAN_THEBES"   ;   Str = "Tebas"
ID = "STR_CITY_EGYPTIAN_LYCOPOLIS"   ;   Str = "Lycopolis"
ID = "STR_CITY_EGYPTIAN_IMET"   ;   Str = "Imet"
ID = "STR_CITY_EGYPTIAN_GEBTU"   ;   Str = "Copto"
ID = "STR_CITY_EGYPTIAN_BUBASTIS"   ;   Str = "Bubastis"
ID = "STR_CITY_EGYPTIAN_KOROSKO"   ;   Str = "Korosko"
ID = "STR_CITY_NORSE_NIDAROS"   ;   Str = "Nidaros"
ID = "STR_CITY_NORSE_UPPSALA"   ;   Str = "Uppsala"
ID = "STR_CITY_NORSE_TORSHAVN"   ;   Str = "Tórshavn"
ID = "STR_CITY_NORSE_TONSBERG"   ;   Str = "Tonsberg"
ID = "STR_CITY_NORSE_VISBY"   ;   Str = "Visby"
ID = "STR_CITY_NORSE_JOMSBORG"   ;   Str = "Jomsburgo"
ID = "STR_CITY_NORSE_RIBE"   ;   Str = "Ribe"
ID = "STR_CITY_NORSE_SKARA"   ;   Str = "Skara"
ID = "STR_CITY_NORSE_OLSO"   ;   Str = "Oslo"
ID = "STR_CITY_NORSE_HEDEBY"   ;   Str = "Hedeby"
ID = "STR_CITY_NORSE_REYKJAVIK"   ;   Str = "Reykjavik"
ID = "STR_CITY_ATLANTEAN_KASTOR"   ;   Str = "Castor"
ID = "STR_CITY_ATLANTEAN_ARKANTOS"   ;   Str = "Arkantos"
ID = "STR_CITY_ATLANTEAN_KRIOS"   ;   Str = "Crio"
ID = "STR_CITY_ATLANTEAN_OSPHORU"   ;   Str = "Ósforo"
ID = "STR_CITY_ATLANTEAN_IOLETA"   ;   Str = "Ioleta"
ID = "STR_CITY_ATLANTEAN_SILENUS"   ;   Str = "Sileno"
ID = "STR_CITY_ATLANTEAN_PHORCYS"   ;   Str = "Phorcys"
ID = "STR_CITY_ATLANTEAN_ARION"   ;   Str = "Arion"
ID = "STR_CITY_ATLANTEAN_CHRYASOR"   ;   Str = "Crisaor"
ID = "STR_CITY_ATLANTEAN_EUMELUS"   ;   Str = "Eumelus"
ID = "STR_CITY_ATLANTEAN_AZAES"   ;   Str = "Azaes"
ID = "STR_PUC_MARKET_BUY_FOOD"   ;   Str = "Compre 100 com Ouro.<icon=\"(32)(resources/in_game/res_food.png)\">"
ID = "STR_PUC_MARKET_BUY_WOOD"   ;   Str = "Compre 100 <icon=\"(32)(resources/in_game/res_wood.png)\"> com Ouro."
ID = "STR_PUC_MARKET_SELL_FOOD"   ;   Str = "Venda 100 <icon=\"(32)(resources/in_game/res_food.png)\"> por Ouro."
ID = "STR_PUC_MARKET_SELL_WOOD"   ;   Str = "Venda 100 <icon=\"(32)(resources/in_game/res_wood.png)\"> por Ouro."
ID = "STR_PUC_GATHER_POINT"   ;   Str = "Definir ponto de reunião"
ID = "STR_PUC_EJECT"   ;   Str = "Ejetar todas as unidades guarnecidas."
ID = "STR_PUC_GARRISON"   ;   Str = "Guarnecer dentro de uma construção ou navio."
ID = "STR_PUC_GATE"   ;   Str = "Construir Portão"
ID = "STR_PUC_TOWN_BELL"   ;   Str = "Tocar o Sino da Cidade."
ID = "STR_PUC_CNCL_TOWN_BELL"   ;   Str = "Silenciar Sino da cidade."
ID = "STR_PUC_RETURN_TO_WORK"   ;   Str = "Voltar ao trabalho."
ID = "STR_PUC_REPAIR"   ;   Str = "Reparar. Clique nesse botão e depois numa construção para repará-la. Unidades não podem ser reparadas."
ID = "STR_PUC_GUARD"   ;   Str = "Ordene sua unidade a proteger outra unidade."
ID = "STR_PUC_PATROL"   ;   Str = "Ordene sua unidade a patrulhar uma área."
ID = "STR_PUC_STOP"   ;   Str = "Ordene sua unidade a parar imediatamente."
ID = "STR_PUC_DELETE"   ;   Str = "Exclua esta unidade."
ID = "STR_PUC_GATHER_POINT_MIL"   ;   Str = "Defina o ponto de reunião da unidade militar."
ID = "STR_PUC_GATHER_POINT_ECO"   ;   Str = "Defina o ponto de reunião da unidade econômica."
ID = "STR_PUC_AUTO_REPAIR"   ;   Str = "Repare esta construção."
ID = "STR_PUC_AUTO_REPAIR_CANCEL"   ;   Str = "Cancele o reparo desta construção."
ID = "STR_PUC_AUTO_REPAIR_INVALID"   ;   Str = "O reparo não está disponível no momento."
ID = "STR_PUC_ATTACK_MOVE"   ;   Str = "Movimento de Ataque"
ID = "STR_PUC_MILITARY_UI"   ;   Str = "Mudar para comandos de combate."
ID = "STR_PUC_ECONOMIC_UI"   ;   Str = "Mudar para comandos normais."
ID = "STR_PUC_DEPLOY"   ;   Str = "Transporte todas as unidades de todas as Passagens do Céu para este local."
ID = "STR_PUC_DEPLOY_INVALID"   ;   Str = "O transporte da Passagem do Céu está indisponível no momento."
ID = "STR_PUC_SEEK_SHELTER"   ;   Str = "Procure abrigo: Ordena os moradores selecionados a se guarnecerem na construção mais próxima."
ID = "STR_PUC_UNBUILD"   ;   Str = "Deslocar esta construção no tempo."
ID = "STR_HK_FMT_MULTIPLE"   ;   Str = "<icon=\"(22)(resources/in_game/hud/Icon_Modifier.png)\">Vários {0}"
ID = "STR_HK_FMT_RESEARCH"   ;   Str = "Pesquisar {0}"
ID = "STR_HK_FMT_AUTO_TRAIN"   ;   Str = "<icon=\"(22)(resources/in_game/cmd_cast_auto.png)\">Autotreino {0}"
ID = "STR_HK_GRP_SELECTION"   ;   Str = "Teclas de atalho do grupo de seleção"
ID = "STR_HK_GROUP_1"   ;   Str = "1"
ID = "STR_HK_GROUP_2"   ;   Str = "2"
ID = "STR_HK_GROUP_3"   ;   Str = "3"
ID = "STR_HK_GROUP_4"   ;   Str = "4"
ID = "STR_HK_GROUP_5"   ;   Str = "5"
ID = "STR_HK_GROUP_6"   ;   Str = "6"
ID = "STR_HK_GROUP_7"   ;   Str = "7"
ID = "STR_HK_GROUP_8"   ;   Str = "8"
ID = "STR_HK_GROUP_9"   ;   Str = "9"
ID = "STR_HK_GROUP_10"   ;   Str = "0"
ID = "STR_HK_FMT_SELECT_GROUP"   ;   Str = "Selecionar grupo {0}"
ID = "STR_HK_FMT_ADD_GROUP"   ;   Str = "Adicionar ao grupo {0}"
ID = "STR_HK_FMT_CREATE_GROUP"   ;   Str = "Criar grupo {0}"
ID = "STR_HK_FMT_LOOK_AT_GROUP"   ;   Str = "Ver grupo {0}"
ID = "STR_HK_REMOVE_FROM_ANY_GROUP"   ;   Str = "Remover de qualquer grupo"
ID = "STR_HK_GRP_COMMAND_HOTKEYS"   ;   Str = "Atalhos de comando"
ID = "STR_HK_ATTACK_MOVE"   ;   Str = "Movimento de Ataque"
ID = "STR_HK_FORMATION_LINE"   ;   Str = "Formação em Linha"
ID = "STR_HK_FORMATION_BOX"   ;   Str = "Formação em Caixa"
ID = "STR_HK_FORMATION_SPREAD"   ;   Str = "Formação Dispersa"
ID = "STR_HK_STANCE_AGGRO"   ;   Str = "Postura Agressiva"
ID = "STR_HK_STANCE_DEFENSIVE"   ;   Str = "Postura Defensiva"
ID = "STR_HK_STANCE_STAND_GR"   ;   Str = "Manter Posição"
ID = "STR_HK_STANCE_NO_ATTACK"   ;   Str = "Sem Atacar"
ID = "STR_HK_MILITARY_UI"   ;   Str = "Mostrar Comandos Militares"
ID = "STR_HK_ECONOMIC_UI"   ;   Str = "Exibir Comandos de Economia"
ID = "STR_HK_HEROIZE"   ;   Str = "Heroizar unidade militar"
ID = "STR_HK_HEROIZE_CITIZEN"   ;   Str = "Heroizar cidadão"
ID = "STR_HK_STOP"   ;   Str = "Parar"
ID = "STR_HK_GARRISON"   ;   Str = "Guarnecer"
ID = "STR_HK_EJECT"   ;   Str = "Ejetar Unidades Guarnecidas"
ID = "STR_HK_REPAIR"   ;   Str = "Reparar"
ID = "STR_HK_SEEK_SHELTER"   ;   Str = "Procure Abrigo"
ID = "STR_HK_PATROL"   ;   Str = "Patrulhar"
ID = "STR_HK_ATTACK_MOVE_ALT"   ;   Str = "Movimento de Ataque (Alt)"
ID = "STR_HK_DELETE_SELECTED_UNITS"   ;   Str = "Excluir unidades selecionadas"
ID = "STR_HK_DELETE_SELECTED_UNITS_ALT"   ;   Str = "Excluir unidades selecionadas (Alternativa)"
ID = "STR_HK_GRP_GENERAL"   ;   Str = "Atalhos gerais de jogabilidade"
ID = "STR_HK_CAST_GP_1"   ;   Str = "1"
ID = "STR_HK_CAST_GP_2"   ;   Str = "2"
ID = "STR_HK_CAST_GP_3"   ;   Str = "3"
ID = "STR_HK_CAST_GP_4"   ;   Str = "4"
ID = "STR_HK_CAST_GP_5"   ;   Str = "5"
ID = "STR_HK_CAST_GP_6"   ;   Str = "6"
ID = "STR_HK_CAST_GP_7"   ;   Str = "7"
ID = "STR_HK_CAST_GP_8"   ;   Str = "8"
ID = "STR_HK_FMT_CAST_GP"   ;   Str = "Conjurar Poder Divino{0}"
ID = "STR_HK_CAST_TITAN_GATE"   ;   Str = "Conjurar Portão dos Titãs"
ID = "STR_HK_CANCEL_ALL_QUEUED_ITEMS"   ;   Str = "Cancelar todos os itens na fila"
ID = "STR_HK_FIND_SELECTION"   ;   Str = "Encontrar seleção"
ID = "STR_HK_FIND_LAST_NOTIFICATION"   ;   Str = "Encontrar última notificação"
ID = "STR_HK_TOGGLE_EASY_MILITARY_DRAG"   ;   Str = "Habilitar Seleção fácil de militares ao arrastar"
ID = "STR_HK_FLARE_MINI_MAP"   ;   Str = "Sinal no minimapa"
ID = "STR_HK_SELECT_FLARE_TYPE"   ;   Str = "Selecionar Tipo de Sinal"
ID = "STR_HK_ENTER_FLARE_MODE"   ;   Str = "Entrar no Modo Sinal"
ID = "STR_HK_GRP_MENU_AND_INTERFACE"   ;   Str = "Atalhos de Menu e Interface"
ID = "STR_HK_SHOW_GAME_MENU"   ;   Str = "Mostrar Menu de Jogo"
ID = "STR_HK_HIDE_GAME_MENU"   ;   Str = "Ocultar Menu de Jogo"
ID = "STR_HK_EXIT_TECH_TREE"   ;   Str = "Sair da Árvore de Tecnologia"
ID = "STR_HK_PAUSE"   ;   Str = "Pausar/Retomar Jogo"
ID = "STR_HK_PAUSE_SECONDARY"   ;   Str = "Pausar/Retomar Jogabilidade Secundário"
ID = "STR_HK_OBJECTIVES_DIALOG"   ;   Str = "Exibir Caixa de Diálogo de Objetivos"
ID = "STR_HK_DIPLOMACY_DIALOG"   ;   Str = "Exibir Caixa de Diálogo de Diplomacia"
ID = "STR_HK_QUICK_SAVE_GAME"   ;   Str = "Salvar o Jogo Rapidamente"
ID = "STR_HK_QUICK_LOAD_GAME"   ;   Str = "Carregar o Jogo Rapidamente"
ID = "STR_HK_TOGGLE_SCORE"   ;   Str = "Alternar Exibição da Pontuação"
ID = "STR_HK_TOGGLE_GAME_TIME"   ;   Str = "Alternar Tempo de Jogo"
ID = "STR_HK_SCREENSHOT"   ;   Str = "Captura de Tela"
ID = "STR_HK_FRIEND_OR_FOE_COLORS"   ;   Str = "Alternar Cores de Amigo ou Inimigo"
ID = "STR_HK_TOGGLE_EXTENDED_MINIMAP"   ;   Str = "Habilitar minimapa extenso"
ID = "STR_HK_SHOW_CHAT_WINDOW"   ;   Str = "Mostrar Janela de Bate-Papo"
ID = "STR_HK_CHAT_SCROLL_BACKWARD"   ;   Str = "Rolar Bate-Papo para Trás"
ID = "STR_HK_CHAT_SCROLL_FORWARD"   ;   Str = "Rolar Bate-Papo para Frente"
ID = "STR_HK_CLEAR_CHATS"   ;   Str = "Limpar Conversas"
ID = "STR_HK_SEL_NEXT_GROUP"   ;   Str = "Alternar entre Unidades Selecionadas (para frente)"
ID = "STR_HK_GRP_FIND_UNIT"   ;   Str = "Atalhos de Encontrar e Selecionar Unidades"
ID = "STR_HK_SELECT_ALL_OF_SELECTED_UNIT"   ;   Str = "Selecionar Todas as Unidades Selecionadas Atualmente"
ID = "STR_HK_SELECT_ALL_MIL_ONSCR"   ;   Str = "Selecione Todas as Unidades Militares Terrestres/Navais na Tela"
ID = "STR_HK_FIND_IDLE_VILLAGER"   ;   Str = "Encontrar Aldeão Inativo"
ID = "STR_HK_SELECT_ALL_IDLE_VILLAGERS"   ;   Str = "Selecione Todos os Aldeões Inativos"
ID = "STR_HK_FIND_IDLE_VILLAGER_ALT"   ;   Str = "Encontrar Aldeão Inativo (Alt)"
ID = "STR_HK_SELECT_ALL_IDLE_VILLAGERS_ALT"   ;   Str = "Selecionar Todos os Aldeões Inativos (Alt.)"
ID = "STR_HK_SELECT_ALL_IDLE_FISHING_SHIPS"   ;   Str = "Selecionar Todos os Navios Pesqueiros Inativos"
ID = "STR_HK_SELECT_ALL_IDLE_CARAVANS"   ;   Str = "Selecionar Todas as Caravanas Inativas"
ID = "STR_HK_FIND_IDLE_MILITARY"   ;   Str = "Encontrar Unidade Militar Terrestre Inativa"
ID = "STR_HK_SELECT_ALL_IDLE_MILITARY"   ;   Str = "Selecionar Todas as Unidades Militares Terrestres Inativas"
ID = "STR_HK_SELECT_ALL_MILITARY"   ;   Str = "Selecionar Todas as Unidades Militares Terrestres"
ID = "STR_HK_MOVE_ALL_MILITARY"   ;   Str = "Mover Todas as Unidades Militares Terrestres"
ID = "STR_HK_FIND_HERO"   ;   Str = "Encontrar Herói"
ID = "STR_HK_FIND_IDLE_HERO"   ;   Str = "Encontrar Herói Inativo"
ID = "STR_HK_SELECT_ALL_HERO"   ;   Str = "Selecionar Todos os Heróis"
ID = "STR_HK_SELECT_ALL_CLOSE_COMBAT_SHIPS"   ;   Str = "Selecionar Todos os Navios de Combate Próximos"
ID = "STR_HK_SELECT_ALL_SIEGE_SHIPS"   ;   Str = "Selecionar Todos os Navios de Cerco"
ID = "STR_HK_SELECT_ALL_INFANTRY"   ;   Str = "Selecionar Todas as Infantarias"
ID = "STR_HK_SELECT_ALL_CAVALRY"   ;   Str = "Selecionar Todas as Cavalarias"
ID = "STR_HK_FIND_SCOUT"   ;   Str = "Encontrar Batedor"
ID = "STR_HK_FIND_PHARAOH"   ;   Str = "Encontrar Faraó"
ID = "STR_HK_FIND_HEALER"   ;   Str = "Encontrar Curador"
ID = "STR_HK_FIND_SKY_PASSAGE"   ;   Str = "Encontrar Passagem do Céu"
ID = "STR_HK_GRP_FIND_BLD_SHARED"   ;   Str = "Atalhos Compartilhados para Encontrar Construção"
ID = "STR_HK_FIND_ALL_PROD_BLDS"   ;   Str = "Encontrar Todas as Construções de Produção"
ID = "STR_HK_FIND_ALL_PROD_BLDS_ONSCR"   ;   Str = "Encontrar Todas as Construções de Produção na Tela"
ID = "STR_HK_FIND_ALL_TOWN_CENTERS"   ;   Str = "Encontre todos os Centros Urbanos"
ID = "STR_HK_FIND_TOWN_CENTER"   ;   Str = "Encontrar Centro Urbano"
ID = "STR_HK_FIND_HOUSE"   ;   Str = "Encontrar Casa ou Mansão"
ID = "STR_HK_FIND_ALL_TEMPLES"   ;   Str = "Encontrar Todos os Templos"
ID = "STR_HK_FIND_TEMPLE"   ;   Str = "Encontrar Templo"
ID = "STR_HK_FIND_ALL_DOCKS"   ;   Str = "Encontrar Todas as Docas"
ID = "STR_HK_FIND_DOCK"   ;   Str = "Encontrar Doca"
ID = "STR_HK_FIND_ALL_TOWERS"   ;   Str = "Encontrar Todas as Torres"
ID = "STR_HK_FIND_TOWER"   ;   Str = "Encontrar Torre"
ID = "STR_HK_FIND_ALL_MARKETS"   ;   Str = "Encontrar Todos os Mercados"
ID = "STR_HK_FIND_MARKET"   ;   Str = "Encontrar Mercado"
ID = "STR_HK_FIND_ARMORY"   ;   Str = "Encontrar Armaria"
ID = "STR_HK_FIND_WONDER"   ;   Str = "Encontrar Maravilha"
ID = "STR_HK_FIND_FOOD_DROPSITE"   ;   Str = "Encontrar local de entrega de comida"
ID = "STR_HK_FIND_WOOD_DROPSITE"   ;   Str = "Encontrar local de entrega de madeira"
ID = "STR_HK_FIND_GOLD_DROPSITE"   ;   Str = "Encontrar local de entrega de ouro"
ID = "STR_HK_FIND_ALL_BARRACKS"   ;   Str = "Encontrar todos os Quartéis"
ID = "STR_HK_FIND_BARRACKS"   ;   Str = "Encontrar Quartel"
ID = "STR_HK_FIND_ALL_STABLES"   ;   Str = "Encontrar Todos os Estábulos ou Oficinas de Cerco"
ID = "STR_HK_FIND_STABLE"   ;   Str = "Encontrar Estábulo ou Oficina de Cerco"
ID = "STR_HK_FIND_ALL_ARCHERY_RANGES"   ;   Str = "Encontrar Todos os Campos de Arqueiros ou Monumentos"
ID = "STR_HK_FIND_ARCHERY_RANGE"   ;   Str = "Encontrar Campo de Arqueiro ou Monumento"
ID = "STR_HK_FIND_ALL_FORTRESSES"   ;   Str = "Encontrar Todas as Fortalezas"
ID = "STR_HK_FIND_FORTRESS"   ;   Str = "Encontrar Fortaleza"
ID = "STR_HK_BUILD_TOWN_CENTER"   ;   Str = "Construir Centro Urbano"
ID = "STR_HK_BUILD_HOUSE"   ;   Str = "Construir Casa"
ID = "STR_HK_BUILD_FARM"   ;   Str = "Construir Fazenda"
ID = "STR_HK_BUILD_DOCK"   ;   Str = "Construir Doca"
ID = "STR_HK_BUILD_GRANARY"   ;   Str = "Construir Celeiro"
ID = "STR_HK_BUILD_MARKET"   ;   Str = "Construir Mercado"
ID = "STR_HK_BUILD_ARMORY"   ;   Str = "Construir Armaria"
ID = "STR_HK_BUILD_WALL"   ;   Str = "Construir Muralha"
ID = "STR_HK_BUILD_TEMPLE"   ;   Str = "Construir Templo"
ID = "STR_HK_BUILD_TOWER"   ;   Str = "Construir Torre"
ID = "STR_HK_BUILD_WONDER"   ;   Str = "Construir Maravilha"
ID = "STR_HK_GRP_BLD_GREEK"   ;   Str = "Construção Edificação Grega"
ID = "STR_HK_BUILD_STOREHOUSE"   ;   Str = "Construir Armazém"
ID = "STR_HK_BUILD_MILITARY_ACADEMY"   ;   Str = "Construir Academia Militar"
ID = "STR_HK_BUILD_STABLE"   ;   Str = "Construir Estábulo ou Contra Quartel"
ID = "STR_HK_BUILD_ARCHERY_RANGE"   ;   Str = "Construir Campo de Arqueiros"
ID = "STR_HK_BUILD_FORTRESS"   ;   Str = "Construir Fortaleza"
